id	artist	mbid
89	Killswitch Engage	8295ee00-0096-461d-95c7-c2263d2a4c6d
91	Foghat	3cc3942d-bbfc-446d-a8f4-f0e1e238ca86
92	Dio	c55193fb-f5d2-4839-a263-4c044fca1456
93	Alice in Chains	4bd95eea-b9f6-4d70-a36c-cfea77431553
94	Dokken	09ade3bd-b110-4277-b923-7dc32e6a3f92
95	AWOLNATION	77b29df2-056e-409e-a1b2-5e2bbfe421c4
96	Dethklok	1afcd689-9be4-4d1a-a9fa-49e086250f51
97	Rainbow	e3cb4543-210f-499a-b0d1-3882c312dfb9
98	The Heavy	ea99eec5-bd72-4b4f-86e4-54c5a34f7e10
99	The Black Keys	d15721d8-56b4-453d-b506-fc915b14cba2
104	Amaranthe	eb380962-99bb-46c0-af40-1c7790a7822a
105	Avenged Sevenfold	24e1b53c-3085-4581-8472-0b0088d2508c
106	Annihilator	ccb77c78-ffc3-4790-9006-61f2277e9c91
107	Warren G	85d7666c-d3ce-4e2c-8b1b-f20db7cdae4f
110	Dope	c48ff56b-0a0e-453c-be56-741d47c33056
111	Gamma Ray	e98729cf-4911-41fc-a7f4-1a3b8ebc2fb0
113	Bastille	fefe1208-5d8c-48a7-9b6c-2f5ffb62b063
114	Sum 41	f2eef649-a6d5-4114-afba-e50ab26254d2
115	Tenacious D	148ddea2-6839-4354-8e2c-5dfadf136b7f
120	Foreigner	160629ab-ec18-4931-8c95-02cb92d06186
122	Marillion	34466222-65e4-4766-8ed0-01b751fe96c7
124	Diamond Head	d3dd86df-2f57-4a97-8100-d09915343f60
125	Misery Index	f9b57146-c5ce-41ad-adfb-ee904a4f7b19
127	50 Cent	8e68819d-71be-4e7d-b41d-f1df81b01d3f
128	Municipal Waste	b5a31e9b-1fa2-45f9-91f5-b3a25fb38038
129	Tool	bbfa1e12-8b61-4ed8-bc6e-52d2298f41a2
130	Yngwie Malmsteen	8fa5d80d-37e8-4133-9d5c-6bad446c63f0
131	Electric Light Orchestra	0c502791-4ee9-4c5f-9696-0602b721ff3b
132	The White Stripes	11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5
134	BodyRockers	fd0e3da0-5c32-4881-a7cc-7dfa58e265cf
135	Nirvana	9282c8b4-ca0b-4c6b-b7e3-4f7762dfc4d6
136	Strachy Na Lachy	de51f503-40ec-4fbe-ae22-5539b68a605a
137	Lady Gaga	650e7db6-b795-4eb5-a702-5ea2fc46c848
138	Kalmah	8d5291bc-e960-428a-9004-b5ab9c171dd2
139	Eminem	b95ce3ff-3d05-4e87-9e01-c97b66af13d4
140	Queen	420ca290-76c5-41af-999e-564d7c71f1a7
141	The Offspring	23a03e33-a603-404e-bcbf-2c00159d7067
142	Enrique Iglesias	35f866dc-c061-48ba-8157-cf2e0eac4857
145	Moby	8970d868-0723-483b-a75b-51088913d3d4
146	Anberlin	c648509e-9916-4c56-ab63-652a03da16dd
147	Sneaker Pimps	696d8523-39a0-44e2-9add-afaa183a2f46
148	Aerosmith	3d2b98e5-556f-4451-a3ff-c50ea18d57cb
149	Journey	abd506e1-6f2b-4d6f-b937-92c267f6f88b
150	Savatage	ac15222f-fb8a-4d2b-b4da-bde1c19f0a9f
152	Eurythmics	b4d32cff-f19e-455f-86c4-f347d824ca61
153	Muse	fd857293-5ab8-40de-b29e-55a69d4e4d0f
154	Tech N9ne	dde3d9b1-0e44-48bc-b0c9-d739b3570000
155	Goo Goo Dolls	e2c00c56-8365-4160-9f40-a64682917633
156	MC5	08b736bb-1c82-40b4-8b0b-49e2182a067a
157	Chickenfoot	28830d2c-95d7-492c-82d3-7d1240bb1c6b
160	Paul Gilbert	453321a7-3a77-47b0-8125-7bd385f3a730
162	Simple Minds	f41490ce-fe39-435d-86c0-ab5ce098b423
163	Guns N' Roses	eeb1195b-f213-4ce1-b28c-8565211f8e43
164	Grendel	cb42a21a-9436-476f-986c-6806f39ce808
166	Ensiferum	6e64cbfa-1a60-450e-81f4-c044c868ab24
167	Steve Vai	5e7ccd92-6277-451a-aab9-1efd587c50f3
168	Arsis	ae933d70-b1c7-4628-8631-9aa71a2c1b0e
169	Death	fbff9a95-e3f5-47ca-a747-e38e35b31fd8
171	In Flames	31745282-b1ea-4d62-939f-226b14d68e7c
172	Rammstein	b2d122f9-eadb-4930-a196-8f221eeb0c66
173	Kid Ink	60614320-9caf-4ae4-bded-7140672fdf8a
174	Nevermore	7d093650-89be-4108-842b-ba7f5367504b
176	Storm Corrosion	4f1f3fbc-a043-4280-9a42-f238f4740065
177	Mike Oldfield	a1684a49-feaa-4150-b758-d9412fc59f12
178	Hunter	fc1d4896-1019-48ab-842d-7ee92d86c031
179	Gym Class Heroes	f4d4b515-0b74-423f-a161-db184330c37c
180	The Dear Hunter	75f30e15-549a-440d-b9b9-3d08daadef9d
181	DMX	f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8
182	Scorpions	c3cceeed-3332-4cf0-8c4c-bbde425147b6
183	Liquid Tension Experiment	bc641be9-ca36-4c61-9394-5230433f6646
184	Meshuggah	cf8b3b8c-118e-4136-8d1d-c37091173413
185	Kings of Leon	6ffb8ea9-2370-44d8-b678-e9237bbd347b
186	Symphony X	b669c53e-5a1f-4adc-80be-755e64e8115e
188	Theory of a Deadman	183e636e-d41c-43fe-a428-8a034eb20c7b
190	Keane	c7020c6d-cae9-4db3-92a7-e5c561cbad50
192	Kult	eb346003-b7bb-40b8-b1c8-e27f3a857fe0
194	Helloween	765774a0-2060-469b-8b7d-612eea48579b
196	Hoobastank	2fa0d3ac-b64c-401a-b0a1-4915ba6cc157
197	Fischerspooner	a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0
198	Hammerfall	abf5f674-dbad-4219-b3ad-dbd6fb163c8e
199	Hellyeah	680d9f43-3287-4f16-a9ab-b5904746f745
200	Nas	cfbc0924-0035-4d6c-8197-f024653af823
202	Roadrunner United	9fd283d3-f6f7-4d34-998c-36220edc5d63
203	Iced Earth	8a0e10a9-80c7-40e0-bf5b-89f1d57f9537
206	Tinie Tempah	3cce3d37-d44f-46a2-b1e3-cd7247d5015c
207	Fatboy Slim	ba81eb4a-0c89-489f-9982-0154b8083a28
208	Tears for Fears	7c7f9c94-dee8-4903-892b-6cf44652e2de
210	Dżem	732bb732-4334-4128-b76a-e130b369c996
211	Lady Pank	922ddcf6-2b69-4bc4-9b40-153cb9fad712
212	Cansei de Ser Sexy	23b58ea2-1cc3-468a-9e76-5027e196e851
213	Freddie Mercury	022589ac-7177-460d-a178-9976cf70e29f
214	Unheilig	6dfa03fb-8b02-4055-b7cc-e48f426b13f8
215	Helmet	582fee78-d934-4603-9f5c-1729e0ca36b7
216	Fort Minor	e1564e98-978b-4947-8698-f6fd6f8b0181
217	Lupe Fiasco	cf15719f-51f9-4db8-a15d-5eed9664ce69
218	Sabrina	d9a7c0d6-3696-43d6-b16d-493019f3f6a4
219	Sly & The Family Stone	b7ec4c54-1f93-4bf2-957f-7b9921ab84ea
220	Accept	41f4d85a-0bd7-4602-a3e3-8c47f36efb0a
221	Кино	064db6e8-fdfb-4acb-a327-fc2de75b37de
222	Decapitated	bfef61c6-53c0-4a12-9a42-1411111e7402
223	Billy Idol	47c8f88b-987a-4b64-9175-2b1b57809727
224	Puddle of Mudd	ff460a70-fdf4-4aa2-b021-8a04da76d88e
226	Emerson, Lake & Palmer	ad996aef-cc1c-42ac-af5c-619c370f4b8a
227	Paramore	728ea90d-279b-4201-a8c4-597830883150
229	Kyuss	ea0f2a37-7007-4217-a812-396227f5013a
231	Grzegorz Turnau	a855f632-8bba-4c58-bb91-d9d304955096
236	Andrew Lloyd Webber	980ee2d8-2ee9-407b-b48e-48360fbc7437
238	The Rolling Stones	b071f9fa-14b0-4217-8e97-eb41da73f598
239	Busta Rhymes	10a9ff92-9637-4498-afea-7044b2ab0dc0
240	Cat Power	05755bf1-380c-487f-983f-d1a02401fa28
243	Ayreon	7bbfd77c-1102-4831-9ba8-246fb67460b3
244	Joe Cocker	32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb
245	Led Zeppelin	d6e0e274-8e19-44ce-b5b2-52c12f8a674a
247	George Michael	ccb8f30e-4d71-40c4-8b1d-846dafe73e2c
248	Slipknot	ceb7b6be-1dbb-4d80-b157-5588bc884764
249	Korn	ac865b2e-bba8-4f5a-8756-dd40d5e39f46
250	Savage Garden	a871fd87-50f7-4032-b06d-da56779edcce
256	Saxon	bbd80354-597e-4d53-94e4-92b3a7cb8f2c
257	Riot	ca04e657-2ffc-4949-9150-cb43d9f231e2
258	Mr. Big	bd1180c4-4252-461f-94dc-543906c02522
259	R.E.M.	ea4dfa26-f633-4da6-a52a-f49ea4897b58
262	Shinedown	adc0f033-95c2-4e0b-87bc-c23ed3f26ce6
263	Acid Drinkers	3e103047-217b-496b-b54e-1e2db4dd58b3
266	The Doors	9efff43b-3b29-4082-824e-bc82f646f93d
269	Archive	bd513de0-e42f-425e-ae46-817d7bc5fb1c
270	Everlast	ca39d50f-9885-420e-88d6-9c3f64038773
271	Roscoe Dash	2d79c678-e9e6-4456-a941-8ca436747a43
272	Jimi Hendrix	06fb1c8b-566e-4cb2-985b-b467c90781d4
273	Ray Charles	2ce02909-598b-44ef-a456-151ba0a3bd70
275	John Frusciante	f1571db1-c672-4a54-a2cf-aaa329f26f0b
276	Vangelis	57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f
277	Duran Duran	1a1cd7f3-e5df-4eca-bae2-2757c9e656b5
278	Dimmu Borgir	17167af8-c1da-45cc-bba2-9d23f068b7a3
279	AC/DC	66c662b6-6e2f-4930-8610-912e24c63ed1
280	Gary Moore	a8806b5c-3ee0-4277-94d3-1a5427a7707c
281	Black Label Society	a8e935c6-3fcc-414c-900c-77e8170e7e7c
282	The Weeknd	c8b03190-306c-4120-bb0b-6f2ebfc06ea9
283	Iron Maiden	ca891d65-d9b0-4258-89f7-e6ba29d83767
285	Era	945ae4c8-936a-4a08-a4e2-a891c64e1fb5
286	Adema	e9e9109e-5914-48c8-a7e6-a95dd94bd345
288	Guru Josh Project	9fa0e4be-4cd9-43fb-8b20-ad07c15b3b97
289	Nine Inch Nails	b7ffd2af-418f-4be2-bdd1-22f8b48613da
290	Michael Jackson	f27ec8db-af05-4f36-916e-3d57f91ecf5e
295	The Cure	69ee3720-a7cb-4402-b48d-a02c366f2bcf
296	The Blues Brothers	7252abc2-dfc8-4aa6-889f-2d168b265403
299	The Waterboys	21666405-49f8-44f6-94bb-e064f202f7ba
300	The Glove	bc91f8af-a6e5-46f3-b239-b5b1c390e535
301	Linkin Park	f59c5520-5f46-4d2c-b2c4-822eabf53419
304	Roxy Music	331ce348-1b08-40b9-8ed7-0763b92bd003
307	+44	c2a44e93-3a2b-44aa-bd8b-7a71bb76e3b5
308	The Cranberries	c98d40fd-f6cf-4b26-883e-eaa515ee2851
310	Michael Mind	068afbb4-e37e-472a-a43f-d336ffc2f76b
312	Elmore James	6fbd2cfb-5f9c-497c-8e06-3c6668367681
313	Bass Communion	c0173c0f-cd64-4c00-921d-52d9544875d4
314	Anthrax	b616d6f0-ec1f-4c69-8a79-12a97ece7372
316	Godsmack	ac2d1c91-3667-46aa-9fe7-170ca7fce9e2
318	Derek and the Dominos	2155a81a-f0c6-417a-9b16-2f86f98bb8bc
319	Pitbull	d262ea27-3ffe-40f7-b922-85c42d625e67
320	Daft Punk	056e4f3e-d505-4dad-8ec1-d04f521cbb56
324	The Haunted	4a60824c-be84-44c5-8632-c0c2b2ff145f
326	Christina Aguilera	b202beb7-99bd-47e7-8b72-195c8d72ebdd
327	Cinema Bizarre	09e126f5-28c2-426c-bc08-6fb44ef8a9c8
328	Nate Dogg	405528df-2632-4730-80fc-83e775a97651
329	The Clash	8f92558c-2baa-4758-8c38-615519e9deda
330	Kanye West	164f0d73-1234-4e2c-8743-d77bf2191051
332	Psy	f99b7d67-4e63-4678-aa66-4c6ac0f7d24a
334	Manowar	00eeed6b-5897-4359-8347-b8cd28375331
335	Bliss n Eso	ef57ad48-2ae9-4760-b2ac-492cf7959c48
336	Santana	f7fda030-0ba1-42e9-a385-3deebc939bc9
340	Anvil	07a85e96-bb72-4930-b41d-24853f4a4ede
342	Нюша	e2a017fe-4e00-4528-b572-cb6cc0858850
343	ВИА Гра	8f05050f-db37-4e4b-aa54-b7db9f1b59f3
347	My Chemical Romance	c07f0676-9143-4217-8a9f-4c26bd636f13
348	Scatman John	9904bde1-04a7-41cf-a2a3-d09a42445145
349	Mike Posner	5b64e344-b2fb-47bd-bd7b-4c793b17d472
350	Madonna	79239441-bfd5-4981-a70c-55c3f15c1287
351	Fleetwood Mac	bd13909f-1c29-4c27-a874-d4aaf27c5b1a
353	Britney Spears	45a663b5-b1cb-4a91-bff6-2bef7bbfdd76
354	Vader	db859a53-b7ca-4892-bcda-5ef78d2c891f
355	Rihanna	db36a76f-4cdf-43ac-8cd0-5e48092d2bae
356	Ky-Mani Marley	56821280-4108-4776-b3e4-bdf5698cef35
359	Asia	8f695099-c714-4ad0-8888-36eca37fee84
360	Skrillex	ae002c5d-aac6-490b-a39a-30aa9e2edf2b
361	Soilwork	d8d1b067-78bb-4db7-8f91-db2ff9a83ee5
362	Deftones	7527f6c2-d762-4b88-b5e2-9244f1e34c46
363	Airbourne	5365f55c-b1e1-48f9-b09f-078f7a14cb1f
364	Demons & Wizards	df074f34-26fc-45fa-adf3-d19836dde2ec
365	Motörhead	57961a97-3796-4bf7-9f02-a985a8979ae9
366	The Asteroids Galaxy Tour	4661d98a-95bd-4cf1-a693-4f9f25691ada
367	Gwen Stefani	2e41ae9c-afd2-4f20-8f1e-17281ce9b472
368	The Beatles	b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d
369	Fergie	4f9675d2-f6d5-486c-9b26-33dcca998500
372	Chris Rea	c707b37e-cb5c-4694-be4d-46beefcb2475
373	Angel Witch	8e8bce36-51e0-4d10-8be4-19a8931b73b1
374	Apocalyptica	788ad31c-bf0c-4a31-83f8-b8b130d79c76
375	Jelonek	679ac3bf-a448-43c2-9864-4bfd14751c2e
376	M.O.P.	dbe35fab-1b3a-469b-87f0-6a54ef8de3c4
378	Steve Hackett	f4eb8346-052d-4a5c-8393-cba3aeadb4d9
379	Depeche Mode	8538e728-ca0b-4321-b7e5-cff6565dd4c0
380	Lenny Kravitz	0ef3f425-9bd2-4216-9dd2-219d2fe90f1f
383	Behemoth	69632f9c-31eb-43d5-a864-e73ac72efc66
384	Blind Guardian	7fa7fc04-1011-4876-8095-ecd232edea87
386	Laid Back	a8fee308-c305-4ca1-8d30-28d150a8d5f7
389	Damageplan	fdd1f131-4bae-456b-8bb1-c132d2af8e6c
391	Eric Clapton	618b6900-0618-4f1e-b835-bccb17f84294
394	Marty Friedman	e43bc702-b387-44eb-865b-3e4f93461c44
396	Tyler Ward	21462e8d-d20b-4049-bcbd-57e0a4b9be5c
400	GrubSon	a243cfbf-d1dd-4389-9ba0-7dda1890764b
402	Lana Del Rey	b7539c32-53e7-4908-bda3-81449c367da6
404	Jeff Beck	a6339659-c879-4f88-9908-206d47963e29
405	Yann Tiersen	12d432a3-feb0-49b1-a107-d20751880764
406	Joy Division	9a58fda3-f4ed-4080-a3a5-f457aac9fcdd
407	Iggy Pop	f37b3f31-b1f8-4b88-8cb5-b34f709b17d7
409	Dead Kennedys	37c78aeb-d196-42b5-b991-6afb4fc9bc2e
412	Otep	83766a73-9c8a-481e-82ca-11853015cd2d
414	Queen & David Bowie	0383dadf-2a4e-4d10-a46a-e9e041da8eb3
416	NOFX	dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
417	Enya	4967c0a1-b9f3-465e-8440-4598fd9fc33c
419	Murderdolls	355facf3-c72c-45b1-9727-8d9cc6a5ed39
420	Sting	7944ed53-2a58-4035-9b93-140a71e41c34
421	Sepultura	1d93c839-22e7-4f76-ad84-d27039efc048
422	Overkill	97fa7dd1-4706-4fad-b6ff-e099a37837fc
423	Crash Test Dummies	afb8f901-d846-4c70-a898-59bc183d1da7
424	Bob Dylan	72c536dc-7137-4477-a521-567eeb840fa8
425	Sigur Rós	f6f2326f-6b25-4170-b89d-e235b25508e8
429	Agalloch	3d46727d-9367-47b8-8b8b-f7b6767f7d57
432	Testament	6b335658-22c8-485d-93de-0bc29a1d0349
436	W.A.S.P.	171cbc8f-8ab3-4aec-9916-f0bdbe26bb79
438	Rise Against	606bf117-494f-4864-891f-09d63ff6aa4b
439	Céline Dion	847e8a0c-cc20-4213-9e16-975515c2a926
442	Kampfar	41b9a72e-c0dc-412d-a041-609cb43642df
443	Autopsy	b173a02f-413d-4f2d-b2fd-e9815e9c6fa1
444	Lake of Tears	62cfcc64-a7d2-4ec2-ab4b-2a6b62e53940
445	Burzum	49cd96a6-42c3-44f6-ba2a-cd9301046b96
446	Various Artists	f70d1c4b-b91b-44ae-aea3-512275bf0df3
449	Wizzard	9a121283-e355-4741-8729-f4b84650ff78
450	Alina Orlova	867f63d3-ebb7-4f84-bf45-c8d39a15c477
453	Bob Marley	ed2ac1e9-d51d-4eff-a2c2-85e81abd6360
456	Modern Talking	98913495-8867-43b3-aa8d-db88ee4d4cdc
458	Crematory	b4a45898-4523-4480-9013-a6db21723c19
461	Arcade Fire	52074ba6-e495-4ef3-9bb4-0703888a9f68
465	John Denver	34e10b51-b5c6-4bc1-b70e-f05f141eda1e
466	Simple Plan	b345af35-205e-4eca-8006-029e5c20127e
467	Dropkick Murphys	e8374874-4178-4869-b92e-fef6bf30dc04
470	System of a Down	cc0b7089-c08d-4c10-b6b0-873582c17fd6
471	blink-182	0743b15a-3c32-48c8-ad58-cb325350befa
473	Noah and the Whale	917bc621-ad02-477d-9308-a0304c5f9727
474	Europe	ccfe7a3c-1a45-4984-a8d0-644549cefe61
475	Serj Tankian	e471b63c-c3b5-4f62-a971-cd0b2273838f
476	Mayhem	ec277bdf-319f-4097-8d2f-39a94f2ea575
481	Travis	960607c6-b0e3-483d-be67-8232eb50eb95
482	Kiss	e1f1e33e-2e4c-4d43-b91b-7064068d3283
483	Corrosion of Conformity	0f6e80ef-1972-4dee-8896-dc9955f1beeb
485	Metal Church	09830e79-cc8d-422f-ae25-6efde4320b73
486	At the Gates	35f92c4a-69d0-4ed1-ab9e-05259db89d14
489	Rush	eb62559f-2fb2-4879-af18-a23ea2ee91b1
490	UFO	f6b037df-35e8-4ef5-b59c-5634de1b44d4
493	The Police	9e0e2b01-41db-4008-bd8b-988977d6019a
494	The Wombats	e105c272-b5d7-4135-82ef-d60bded54345
495	Slash	ef2533cc-e8fa-4ba9-96a1-5a516e5bf850
496	Nuclear Assault	ffd3ac37-4d0a-42a1-a41e-e160cf60dca5
497	Shape of Despair	4ee6ca6b-f004-4747-b0b5-b2686b784859
499	The Smiths	40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27
501	Jefferson Airplane	39c2a93d-9afa-4a22-9bba-c087ab056e1c
502	Tom Petty and The Heartbreakers	f93dbc64-6f08-4033-bcc7-8a0bb4689849
504	Adele	cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493
507	Soundgarden	153c9281-268f-4cf3-8938-f5a4593e5df4
508	Stone Sour	4ca783b7-5bf7-4348-b494-46680660050f
509	Lynyrd Skynyrd	c544ed4d-2390-4442-a83e-1ea2883b09c8
513	Machinae Supremacy	22cbe400-9906-4c47-973c-b7122b23840a
514	The Verve	d4d17620-fd97-4574-92a8-a2cb7e72ce42
515	Creedence Clearwater Revival	44c48a1b-defd-4222-bee6-03f9ee9a7be9
517	Stratovarius	c3d6fdd5-67c5-453e-87e3-d17a00a52879
520	Blur	ba853904-ae25-4ebb-89d6-c44cfbd71bd2
521	Guano Apes	66da25f9-1534-4dd1-b88c-718bc24e1ccd
523	DragonForce	ef58d4c9-0d40-42ba-bfab-9186c1483edd
524	Haddaway	6508cf1d-4da2-4d71-81ec-0e072338991f
526	Obituary	2e8ac3ed-2a89-4377-ba80-790106aba554
530	Janis Joplin	76c9a186-75bd-436a-85c0-823e3efddb7f
536	Johann Pachelbel	2251b277-2dfb-4cf1-83f3-27e29f902440
537	Butthole Surfers	2339bc21-aa92-4850-86f0-4bb9433910c8
543	Band of Horses	07b6020a-c539-4d68-aeef-f159f3befc76
548	Garbage	f9ef7a22-4262-4596-a2a8-1d19345b8e50
549	Fiona Apple	a9ee533f-8871-4f62-a6bb-91eb264abc90
551	Epik High	57f1cdd6-cf32-4004-a095-3ef043c91b61
557	Cartel	d7cf15b4-7712-4357-a531-fafde856c1cb
558	Boa	a16d1433-ba89-4f72-a47b-a370add0bb55
567	ムック	9beefde2-0233-4419-b84c-de0d46b5faa5
574	The Pillows	e69c8ccb-25b1-4c4a-89c6-8fdad1172951
578	DIR EN GREY	ab309b83-904f-4e2c-8d11-a0223bba51f9
589	Primal Fear	32567eb3-aeca-467f-8b89-a69b11fcb781
617	ASIAN KUNG-FU GENERATION	14e410f5-97f2-48ba-b1f7-a3a44cbea05c
626	Skeletonwitch	99b3468f-ade6-45b9-b3b8-edbcfd9d553a
627	The Animals	7d2f5f88-5da7-4d94-8be4-b4fadaf5b3f6
629	Maximum the Hormone	fb01635c-51fc-4cad-b71f-62e18bb3433b
631	L'Arc~en~Ciel	
636	Lulu	dd75e627-17d9-4e22-bd24-4ad8ce4ed1da
648	Jaco Pastorius	46a6fac0-2e14-4214-b08e-3bdb1cffa5aa
654	Sugar	e3347fbd-2595-480e-926d-278566debf9d
676	Frank Sinatra	197450cd-0124-4164-b723-3c22dd16494d
677	Godspeed You! Black Emperor	3648db01-b29d-4ab9-835c-83f6a5068fe4
678	Thin Lizzy	6a726ac6-019e-455c-8bbb-571a77bed52e
679	James Brown	84783313-2a3f-4f17-ab9a-425a5d527879
680	Johann Sebastian Bach	24f1766e-9635-4d58-a4d4-9413f9f98a4c
686	Papa Roach	c5eb9407-caeb-4303-b383-6929aa94021c
688	Piersi	7cf9507b-f008-4652-8eac-017f69054cca
689	[unknown]	5dfdca28-9ddc-4853-933c-8bc97d87beec
691	Green Day	084308bd-1654-436f-ba03-df6697104e19
692	Adam and the Ants	75d4f194-969c-4538-b789-742f3eb3d02c
693	The Chordettes	997117eb-5a4c-4a37-99f9-f2515e2d9739
694	Cliff Richard	b5c2fdfc-d037-45b8-84f9-09ebb7ff8aa1
696	Canned Heat	815a0279-558c-4522-ac3b-6a1e259e95b5
697	Sex Pistols	e5db18cb-4b1f-496d-a308-548b611090d3
704	Andy Williams	81e23b53-ede9-4321-a210-d29e94cf1398
705	Suzi Quatro	2c16cb3f-e85f-4158-889f-ffc038f5792d
708	The Hollies	d4305549-6b4e-4a57-b24d-8af0743fe191
709	Talking Heads	a94a7155-c79d-4409-9fcf-220cb0e4dc3a
